	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
hsp90aa1.2	3.12685726389982e-07	2.48542682717024	0.9	0	0.0061364573804034
stat3	8.28863831061292e-07	1.8972404255748	1	0.444	0.0162664526845779
ephb3a	2.15656567167215e-06	-2.26162758461955	0.55	0.944	0.042322601306566
serpinh1b	2.40926834006038e-06	2.86359376160597	0.9	0.222	0.0472818911736849
nrarpa	1.61740442164894e-05	1.39052414095571	0.85	0.056	0.317415617748605
zbtb16a	1.68499054636888e-05	-1.20776636496706	1	1	0.330679394724894
greb1l	1.85880326759123e-05	-2.16146342269412	0.5	1	0.364790141264779
atf3	2.1312196753199e-05	1.90689059560852	0.7	0	0.41825186128153
zfhx4	3.42331542298524e-05	-1.25153876699596	0.95	1	0.671825651760854
tbl1xr1a	4.31770176828747e-05	-1.52397187083201	0.75	1	0.847348972026416
tsc22d1	5.21062471763132e-05	-1.17246719600477	0.5	0.944	1
ube2e3	5.59763879276205e-05	-1.12029423371771	0.15	0.778	1
hspa5	6.63662263840333e-05	1.35495689527483	0.7	0.056	1
phactr4b	7.30365689370525e-05	-1.40354186044101	0.05	0.667	1
arhgef2	8.68850597238913e-05	-1.32192809488736	0.35	0.833	1
tardbp	8.74847613571828e-05	-0.9503692322754	0.15	0.778	1
nrp2b	8.95147496134082e-05	-1.53051471669878	0.5	0.889	1
pou2f1b	0.000103039322485528	-1.48642213251561	0.15	0.722	1
ephb4a	0.000104483327309236	-1.209336268511	0.5	0.944	1
tpm4a	0.000111079091017822	1.37851162325373	0.85	0.444	1
ptprnb	0.000125658234683701	-1.27753397552891	0.5	0.944	1
cited4a	0.000129013834131196	1	0.6	0	1
ankmy1	0.000131970743285205	1.29278174922785	0.6	0	1
tox	0.00013266092031515	-1.23653660365672	0.8	1	1
tiam1a	0.000139541427809216	-1.32533469633061	0.55	0.944	1
oga	0.000149552883264078	-1.21340363810919	0.05	0.667	1
zgc:158463	0.000159035810752137	1.08011266741572	1	0.944	1
zgc:154058	0.000171810005571967	-0.913843356250286	0.1	0.722	1
klf6a	0.000197882412256148	1.18359993833939	0.7	0.056	1
igf1rb	0.000210984574593868	-0.917537839808027	0.35	0.889	1
herc4	0.000224663412012201	1.28856949794093	0.7	0.111	1
chl1a	0.000230380172390541	-2.32992088564089	0.25	0.833	1
nos1apa.1	0.000231453310629154	-1.15200309344505	0.55	0.944	1
znf318	0.000250367398369144	-0.804079790024743	0.05	0.611	1
il6st	0.000250825697379729	1.55849028935997	0.75	0.222	1
igf2b	0.000251733634928105	1.23132554610646	0.75	0.222	1
chd8	0.000279131530185641	-0.862496476250065	0.1	0.667	1
fosl2	0.000289686455637952	1.40871186102943	0.65	0.056	1
crb2a	0.000304507068338404	1.39940684756508	0.85	0.333	1
ptprna	0.000312738257251342	1.20163386116965	0.55	0	1
nop56	0.00036433886386236	-1.10619940383193	0.45	0.889	1
jak1	0.00040333832571602	1.21056698593966	0.7	0.111	1
arhgap12b	0.000408480293601222	-1.09541956507868	0.25	0.778	1
abcc4	0.000415989030488707	-0.68805599368526	0	0.5	1
heatr1	0.000424826972063632	-0.910994993941255	0.25	0.778	1
pes	0.000426018818073299	-0.736965594166206	0	0.5	1
tmem131l	0.000426274052215398	-1.06627321941917	0.25	0.778	1
mmp14b	0.000427706941941402	-0.784271308944563	0	0.5	1
traf7	0.000433000385599351	1.05950101174866	0.6	0.056	1
actb2	0.000457409675905867	1.09592441999854	0.8	0.278	1
prrc2c	0.000519846070131017	-0.9503692322754	0.1	0.667	1
fras1	0.00052008412833436	-1.96913903629524	0.05	0.556	1
edrf1	0.00052687935324509	0.94315413959529	0.75	0.167	1
ccdc88c	0.000543885003015043	-1.05889368905357	0.55	0.944	1
soga1	0.000607306895139362	-1.55254102302878	0.2	0.667	1
gcna	0.000615977370327676	-0.888968687611256	0.05	0.556	1
ddx5	0.000622901519146959	-0.871895174252315	0.5	0.889	1
tle3a	0.000627381716777601	-1.08161376555365	0.05	0.556	1
jun	0.000677575488404597	0.46948528330122	0.65	0.056	1
BX005328.1	0.000685899189984236	0.84799690655495	0.5	0	1
dnajb1a	0.000711288551967548	0.925999418556223	0.5	0	1
cbx7a	0.000714506885886535	1.13750352374994	0.5	0	1
canx	0.000762613976850354	0.938194715526528	0.9	0.5	1
tjp1b	0.000818949354942752	-1.22729122074929	0.25	0.722	1
llgl1	0.000826714580679737	-1.25153876699596	0.35	0.833	1
arglu1a	0.000851041161818058	-0.929610672108602	0.25	0.778	1
tnrc6c1	0.000851069784644904	-1.32192809488736	0.5	0.889	1
rnf220a	0.000880325444839706	-0.907664781321161	0.9	1	1
eif4g3b	0.00105752333448127	-0.900464326449085	0.25	0.722	1
dync1li2	0.00106352068961699	-0.637429920615292	0	0.444	1
spdl1	0.00109728147963311	-0.917537839808027	0	0.444	1
NAV1	0.00110001270909505	-0.874469117916141	0	0.444	1
unc5da	0.00110548870760968	-1.11547721741994	0	0.444	1
dock6	0.00111876817204345	-1.17948382986716	0.25	0.667	1
CABZ01080568.1	0.00111989032594415	0.921997487998727	0.55	0.056	1
fer1l4	0.00112890664213961	0.813231488394273	0.65	0.111	1
glsb	0.00116928747117901	0.769994394553677	0.55	0.056	1
maptb	0.00123102796161742	0.84799690655495	0.55	0.056	1
rtn4a	0.00127108759495231	0.729352410056331	0.55	0.056	1
