	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
hsp90aa1.2	4.45817154568755e-17	2.67225990477839	0.939	0.036	8.74916165841182e-13
serpinh1b	5.81926014111273e-14	2.11996926580534	0.97	0.236	1.14202980269337e-09
pax3a	3.10965643304111e-13	-2.45838200415601	0.242	0.982	6.10270074984317e-09
zbtb16a	1.01323616219079e-12	-1.56114998600113	0.97	1	1.98847596829943e-08
ipo7	1.72919229232305e-12	-1.48174178036239	0.727	1	3.39353987368399e-08
meis1b	1.13315137548748e-11	-1.82973470016222	0.788	1	2.22380957439417e-07
atf3	1.5113376947909e-10	2.00998408857262	0.697	0.073	2.96600022602714e-06
pdcd4b	1.75861399378042e-10	1.32192809488736	0.727	0.091	3.45127996279407e-06
efna2a	2.05228731944109e-10	-1.78088271069641	0.758	0.982	4.02761386440313e-06
tpm4a	2.37863685221788e-10	1.23815973719476	0.788	0.145	4.66807482247759e-06
jak1	8.94874824676923e-10	1.68996811462904	0.818	0.255	1.75619184342846e-05
soga1	1.44654520644487e-09	-1.34861013753987	0.273	0.891	2.83884496764806e-05
pax7a	1.4669214324675e-09	-1.65031623871526	0.424	0.964	2.87883331121746e-05
zeb1b	1.65200071457017e-09	-1.41907388102116	0.909	1	3.24205140234395e-05
kpnb3	2.05231229494584e-09	-1.33342373372519	0.303	0.855	4.02766287883121e-05
hsp70l	2.053192092631e-09	1.01707351335894	0.576	0.018	4.02938948178833e-05
col4a6	2.14342586263199e-09	-1.45741245100065	0.818	1	4.20647325541528e-05
crb2a	2.55209731354764e-09	1.36857818818618	0.788	0.2	5.00849097783725e-05
bcar1	3.15765162058557e-09	1.08314123530025	0.636	0.055	6.19689130539918e-05
zgc:158463	3.49502224645603e-09	1.05092168251972	1	0.982	6.85898115866996e-05
abca3b	5.00055499693619e-09	0.976153258045632	0.667	0.073	9.81358918148727e-05
sipa1l2	5.61614234984458e-09	-1.42186169839278	0.576	0.945	0.0001102167936157
ddx5	6.38969249185355e-09	-1.34709867062227	0.394	0.909	0.000125397715152626
st8sia2	7.10321051164003e-09	-1.10128333583718	0	0.655	0.000139400506290936
lef1	7.59838105402963e-09	-1.32716474325351	0.242	0.873	0.000149118228185332
jarid2b	8.57626983648679e-09	-1.14554084281535	0.97	1	0.000168309295541053
hsp70.3	1.70002453631241e-08	0.862496476250065	0.485	0	0.000333629815251311
stat3	1.88238849833781e-08	1.50103641849501	0.939	0.618	0.000369418742798794
ccnl1b	2.60783367459034e-08	-1.05889368905357	0.091	0.709	0.000511787358638354
zfhx4	4.03376713380604e-08	-0.902858841589468	0.97	0.982	0.000791626800009436
map2k6	4.11206110291209e-08	-0.97787718910186	0.333	0.873	0.000806991991446497
hivep2a	5.83254589412826e-08	1	0.455	0	0.00114463713172267
plxna3	5.88463990891688e-08	-1.03037364904352	0.697	0.964	0.00115486058212494
kansl1b	6.50259888161785e-08	-1.04932771236357	0.727	0.945	0.0012761350305175
il6st	8.52900216939508e-08	1.1637802612214	0.606	0.091	0.00167381667574378
spag9a	9.09348278737133e-08	-1.10097764772482	0.212	0.764	0.00178459599702162
cd99l2	9.54812548290612e-08	-0.862496476250065	0	0.582	0.00187381962602033
ewsr1a	1.12370256176285e-07	-0.980634675133069	0.303	0.836	0.00220526627745959
angptl4	1.12791286814884e-07	0.810966175609983	0.515	0.036	0.00221352900374209
znrf3	1.14130908546129e-07	-1.0834347480158	0.939	1	0.00223981908021778
hs3st3b1b	1.39741691698715e-07	-1.13326653086346	0.818	0.945	0.00274243069958728
puf60a	1.43067959930157e-07	-1.09019780897158	0.455	0.909	0.00280770871362933
ncam1a	1.64536468675124e-07	-0.932885804141463	0.97	1	0.00322902819774931
foxp1b	1.65738765808704e-07	-1.16234040621432	0.727	0.982	0.00325262327899582
fosab	1.91746670469428e-07	0.770518153877233	0.788	0.2	0.00376302840796252
jun	2.01161864866649e-07	1.02424754624668	0.545	0.055	0.003947801598008
hspa5	2.33826613370731e-07	1.11547721741994	0.576	0.091	0.00458884728740059
ephb4a	2.67687867506207e-07	-1.20237162392717	0.667	0.927	0.00525337439980931
axin2	3.10101944851312e-07	-1.10209818761874	0.303	0.818	0.00608575066770701
calr	3.83637426281102e-07	0.904075580001464	0.485	0.036	0.00752888449076663
eif2s2	3.88023174298233e-07	-1.00327513203286	0.242	0.8	0.00761495479560282
smarca4a	3.95231409580008e-07	-0.94315413959529	0.182	0.782	0.00775641641300765
chn1	4.82739414570114e-07	-0.90548240121571	0.242	0.764	0.0094737610109385
rnf24	4.84983289668645e-07	1.08895092290975	0.758	0.345	0.00951779705974716
tox	5.26199789438082e-07	-1.03851881260438	0.576	0.964	0.0103266708677224
cbx7a	5.7700520758471e-07	1.06377591043331	0.515	0.055	0.0113237271988499
atrx	5.87707070957926e-07	-0.992073084228371	0.758	0.927	0.0115337512675493
hsh2d	5.88465450641053e-07	0.570315724756755	0.394	0	0.0115486344688307
