	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
arid1ab	1.49305376694468e-06	-0.962543653100395	0.645	0.915	0.0293011801762893
tle2a	2.10917460717606e-06	-1.02283997635811	0.677	0.862	0.0413925516658301
baz1b	2.35375121654836e-06	-0.926153273205072	0.258	0.745	0.0461923676247616
ddx5	2.5930659761771e-06	-1.02409832361703	0.419	0.84	0.0508889197824755
ctnnd2b	2.59447383115076e-06	-1.06456928149561	0.194	0.66	0.0509165489363336
fmnl3	2.68208258889418e-06	-1.33401911708166	0.323	0.734	0.0526358708070484
calr	2.73773947358177e-06	0.511125203193675	0.387	0.053	0.0537281371690422
tmem132e	2.75828362751685e-06	-0.918981617802817	0.516	0.851	0.0541313161900181
actb1	2.91620301244012e-06	0.658809227516084	0.677	0.234	0.0572304841191374
grk4	3.39529542394747e-06	-0.85130342856693	0.097	0.574	0.066632672694969
pax3a	3.52140503101433e-06	-1.40194759716375	0.548	0.862	0.0691075737336562
junba	3.60179458845811e-06	0.640285268414275	0.484	0.106	0.0706852187984903
CR848788.2	3.64971286169838e-06	0.641034525788108	0.484	0.117	0.0716256149108306
nkain4	3.78629870068069e-06	-0.956984127758494	0.226	0.734	0.0743061120008584
klf7b	3.94694385941454e-06	0.570018892247243	0.29	0.021	0.0774587732410103
hsp70.3	4.1877917985437e-06	0.352465027847177	0.258	0.011	0.0821854140464202
zgc:113625	4.1877917985437e-06	0.456801687661912	0.258	0.011	0.0821854140464202
arglu1a	4.79426307342055e-06	-0.818108813291653	0.452	0.84	0.0940874128158782
bmpr1ba	4.91013624772714e-06	-1.00294848874525	0.677	0.947	0.096361423861645
igf2b	4.97168365582563e-06	0.643461263182648	0.323	0.032	0.0975692917455779
fosb	5.57335237972024e-06	0.462889017540827	0.258	0.011	0.10937704045201
itpk1b	6.0385891203785e-06	-0.822818889433782	0.065	0.532	0.118507311487428
chd7	6.11809485029163e-06	-0.753957031288977	0.71	0.989	0.120067611436973
odc1	6.15421601775763e-06	-0.932642167386533	0.032	0.511	0.120776489348493
fosl2	6.60808931331503e-06	0.922320636178124	0.387	0.064	0.129683752773807
fer1l4	6.7922780704669e-06	0.541498852237194	0.387	0.064	0.133298457132913
elavl1b	7.77855636469798e-06	-0.773582301366195	0.419	0.819	0.152654168657198
dnajb2	8.91177757199636e-06	0.46574301459598	0.387	0.064	0.174893634850428
mast3a	8.93832548625952e-06	-0.806424451183113	0.065	0.521	0.175414637667843
arhgef7b	9.01634682668888e-06	-0.712765343968868	0.065	0.521	0.176945806473769
ccnd2a	9.55572089788898e-06	0.590268324017054	0.774	0.287	0.187531022621071
ptprfb	9.71514511822255e-06	-0.917666807317243	0.968	1	0.190659722945117
ube2e3	1.0035072018389e-05	-0.882389564623916	0.226	0.66	0.196938288360883
znf827	1.02339549222243e-05	-0.963508343902564	0.355	0.755	0.200841365348651
jak1	1.03057835937694e-05	0.834857794927785	0.742	0.351	0.202251003027725
st3gal3b	1.04553607802265e-05	-0.847066435680459	0.548	0.862	0.205186455311946
tdg.1	1.06992778142881e-05	-0.791924881487998	0.032	0.479	0.209973327105404
zgc:154058	1.09797484970914e-05	-0.791924881487998	0.032	0.479	0.215477564255418
sema3fb	1.14972926472947e-05	-1.44836677062909	0.194	0.617	0.225634368203158
hyou1	1.20055784943762e-05	0.811896646484474	0.548	0.181	0.235609477952133
adcy6b	1.22319893350667e-05	-0.785261151206987	0	0.436	0.240052790700684
dyrk1b	1.24530892139935e-05	-0.907091206752677	0.387	0.777	0.244391875824623
sipa1l2	1.27744669263477e-05	-0.780429242650169	0.871	1	0.250698913429573
parp1	1.2817467311268e-05	-0.914180631538996	0.323	0.702	0.251542795983634
hnrnpub	1.31094406990122e-05	-0.765628137779771	0.484	0.84	0.257272773718114
arid3b	1.31254393889435e-05	-0.785429170195227	0.355	0.819	0.257586748008015
coro1ca	1.32678736124378e-05	0.962237101404013	0.806	0.628	0.260382019644092
slc7a9	1.38878816533407e-05	0.29373120305671	0.194	0	0.272549677446812
plcxd3	1.38878816533407e-05	0.331205908475373	0.194	0	0.272549677446812
sh2d4ba	1.38878816533407e-05	0.331205908475373	0.194	0	0.272549677446812
CABZ01029822.1	1.38878816533407e-05	0.403355694231208	0.194	0	0.272549677446812
si:dkey-27i16.2	1.41020316017595e-05	0.477535793505229	0.323	0.043	0.27675237018453
sfswap	1.44211647187331e-05	-0.802296565560437	0.645	0.936	0.283015357605137
dlg5a	1.55910079843123e-05	-0.854660636835961	0.548	0.851	0.305973531692128
srrt	1.62750741474822e-05	-0.908156843911226	0.355	0.702	0.319398330144338
ctdsp2	1.68547825471167e-05	0.411947451877652	0.323	0.043	0.330775107487166
si:dkey-253i9.4	1.70435955049397e-05	-0.7215355535966	0.129	0.585	0.334480561784443
smad1	1.86112155744102e-05	-0.895018374452102	0.097	0.553	0.365245105647801
phactr4b	1.87331458540426e-05	-0.967291967998558	0.29	0.681	0.367637987385586
fat3a	1.91127258053984e-05	-0.810676055785136	0.677	0.957	0.375087243930944
tmem131l	1.95680793791905e-05	-0.978967253201018	0.258	0.681	0.384023557816614
syt14a	2.05425569623636e-05	0.492332795433309	0.29	0.032	0.403147680386385
adka	2.39327358533371e-05	-0.823415167615814	0.613	0.957	0.46967994112174
htr3a	2.40652125814623e-05	0.52562477288879	0.29	0.032	0.472279796911198
eif3s10	2.44421413060193e-05	-0.746410222235629	0.677	0.894	0.479677023130628
sox3	2.47110421377154e-05	0.937427528568333	0.516	0.17	0.484954201952664
wnt8b	2.48311935373318e-05	0.976697646080891	0.774	0.372	0.487312173170137
nr2f2	2.48612568573654e-05	0.892158665667872	0.839	0.585	0.487902165825796
rspo2	2.54812550631578e-05	0.328587925829236	0.323	0.043	0.500069630614472
nsd2	2.63652952756364e-05	-0.678142958083219	0.484	0.84	0.517418919784363
macf1b	2.64530518402841e-05	0.337358135456968	0.258	0.021	0.519141142365575
cnn2	2.70056994353929e-05	0.411947451877652	0.29	0.032	0.529986851419585
hsp70.2	2.76935447974456e-05	0.37298204518769	0.226	0.011	0.543485816649871
sema4c	2.9730749865548e-05	-1.02639013512502	0.419	0.755	0.58346596611138
lipg	3.01040087576919e-05	0.263357554013192	0.226	0.011	0.590791171869703
efnb1	3.02558905658116e-05	-1.00393528429732	0.613	0.904	0.593771852354053
srpk1b	3.0349191179914e-05	-0.692389207937083	0.226	0.66	0.595602876905811
efna5a	3.11083188177313e-05	-0.802296565560437	0.452	0.84	0.610500756797977
lrp1ab	3.24627826261365e-05	-0.764957833887729	0.645	0.904	0.637082109037928
ebf3b	3.61038746930641e-05	0.46574301459598	0.355	0.064	0.708538540851383
dnmt3bb.3	3.64765093603112e-05	-0.643061495573516	0.065	0.5	0.715851496196107
cbx7a	3.81820006215223e-05	0.440735875302277	0.419	0.096	0.749321762197376
pou3f3b	4.04319069850424e-05	0.600392541290762	0.516	0.16	0.793476174581458
usp54a	4.05057092393109e-05	-0.853325426152141	0.355	0.734	0.794924543821477
spty2d1	4.0721120472887e-05	0.484915323870826	0.419	0.096	0.799151989280407
ier5l	4.22633206675676e-05	0.423514779206683	0.419	0.096	0.829417668101014
amot	4.27915578890847e-05	0.600392541290762	0.516	0.16	0.839784323573288
unc5b	4.35690831481892e-05	-0.766253473885801	0.613	0.968	0.855043256783212
fnbp1l	4.39957034726626e-05	-0.865581923213307	0.226	0.628	0.863415680651003
ubtfl	4.41218239843479e-05	-0.703388206886341	0.032	0.436	0.865890795692828
sall4	4.48576357260788e-05	0.841400640794557	0.613	0.287	0.880331101124297
abca3b	4.70580618352321e-05	0.651922841930844	0.484	0.149	0.92351446351643
eef2b	4.88382844717178e-05	-0.781855022870412	0.871	0.936	0.958451332757462
aplp2	4.95387026659733e-05	-0.562227659528317	0.194	0.649	0.972197039819726
kdm6a	4.98606971592785e-05	-0.79490873992682	0.645	0.862	0.978516181750842
khdrbs1a	5.00813414878813e-05	-0.607548723748145	0.935	0.989	0.982846326699671
smurf2	5.10105454585846e-05	-0.714118082034117	0.161	0.596	1
zgc:153115	5.10140713404121e-05	-0.801705902280584	0.129	0.532	1
arhgef12a	5.18324572166285e-05	-0.750829860390638	0.194	0.617	1
fam171a2a	5.61975779699721e-05	-0.779750167541896	0.097	0.5	1
robo1	6.05210491921931e-05	-0.936548444567451	0.839	0.968	1
hnrnph1	6.14196950106108e-05	-0.664579668784524	0	0.383	1
sptbn2	6.18712555356366e-05	-0.664579668784524	0	0.383	1
plxna3	6.3734121083958e-05	-0.946602109231373	0.71	0.904	1
znf281a	6.52126878121588e-05	-0.608006607966186	0.097	0.543	1
lig1	6.74863883914953e-05	-0.932787417327848	0.484	0.755	1
fcho2	6.74961111370625e-05	-0.647534972152823	0.097	0.521	1
zgc:73226	6.91871090850566e-05	0.477535793505229	0.29	0.043	1
asap1a	7.25673796622689e-05	-0.7215355535966	0.29	0.66	1
tbl1xr1a	7.51322803283879e-05	-0.765513250657203	0.71	0.915	1
yap1	7.54061431325045e-05	0.68131253667433	0.903	0.596	1
baxa	7.84239573456459e-05	0.255257055242075	0.161	0	1
cxcl18b	7.84239573456459e-05	0.255257055242075	0.161	0	1
adra1bb	7.84239573456459e-05	0.255257055242075	0.161	0	1
si:rp71-15k1.1	7.84239573456459e-05	0.29373120305671	0.161	0	1
hsp70.1	7.85102177363999e-05	0.331205908475373	0.161	0	1
junbb	7.85274785042601e-05	0.403355694231208	0.161	0	1
