	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
zgc:112234.8	9.37751032046186e-06	0.297233979219596	0.237	0.028	0.184033640039064
plpp1a	1.0038297129301e-05	0.266860330176077	0.237	0.028	0.197001581162533
cirbpb	1.14091215004768e-05	-0.731912366439921	0.737	0.895	0.223904009446857
rundc3aa	1.14275957532505e-05	0.297834976954131	0.289	0.049	0.224266566657541
si:dkey-108k21.10	1.1587298358218e-05	0.581298511346333	0.447	0.14	0.227400730280029
metap1	1.20681437249772e-05	-0.722487353650652	0.132	0.51	0.236837320602677
mlsl	1.25719373297334e-05	0.307485146987851	0.237	0.028	0.246724270096018
efnb3b	1.35696388422038e-05	-0.787072416604086	0.895	0.958	0.26630416227825
sipa1l2	1.37629078979911e-05	-0.684991319052428	0.658	0.895	0.270097067498075
tcp11l2	1.40710601211854e-05	0.276708116132424	0.211	0.021	0.276144554878263
dipk2ab	1.44840784157752e-05	-0.595016165385079	0	0.364	0.284250038909589
pappab	1.61980627750821e-05	-1.04225248705207	0.211	0.657	0.317886981960986
si:dkey-117n7.5	1.77216115566347e-05	0.286623584997507	0.184	0.014	0.347786626798956
cfap43	1.84405899359868e-05	0.255596689376882	0.184	0.014	0.36189657749374
arpc5la	1.85283975131241e-05	-0.561227851928796	0	0.357	0.36361980119506
cwc22	1.85499076592686e-05	-0.726457936347813	0.316	0.664	0.364041937813145
slc22a2	1.86205565202645e-05	0.265580777949504	0.158	0.007	0.365428421710191
si:ch211-222l21.1	1.87334064577907e-05	-0.615431185833409	0.789	0.951	0.367643101734142
jade3	1.88391131760996e-05	-0.67772568006388	0.211	0.615	0.369717596080955
fam49a	1.89004446736839e-05	0.632967873631989	0.526	0.203	0.370921226721047
dnmt3bb.2	1.94147578870861e-05	-0.620930166237898	0.132	0.545	0.381014623534064
ncam1a	1.96052811814916e-05	-0.793383629715921	0.974	0.986	0.384753643186773
pou2f1b	2.01623521645607e-05	-0.678125567819441	0.184	0.566	0.395686161229505
kirrel3l	2.03315203124656e-05	-1.50889929762525	0.658	0.769	0.399006086132137
afap1l2	2.04654450667727e-05	0.404460075291365	0.158	0.007	0.401634359435414
fah	2.09463542479154e-05	0.286623584997507	0.158	0.007	0.41107220211534
mapre3a	2.09463542479154e-05	0.336829108569995	0.158	0.007	0.41107220211534
znrf3	2.09699166049496e-05	-0.796864758343445	0.711	0.944	0.411534613372136
ankrd12	2.1289601668196e-05	0.784188276136431	0.711	0.399	0.417808432738346
wdr26b	2.18473608821954e-05	0.561446576250671	0.632	0.28	0.428754457313085
abl2	2.19268373115352e-05	-0.768777660191783	0.263	0.622	0.430314182238879
fam171a2a	2.21342243262746e-05	-0.69251485301215	0.237	0.615	0.43438415240314
cbl	2.21574597736656e-05	-0.70544015507873	0.158	0.524	0.434840148058186
dock6	2.25309961303629e-05	-0.744809360454362	0.237	0.594	0.442170799058371
herpud1	2.28614063873199e-05	0.428426586173193	0.289	0.056	0.448655100351153
dynll1	2.28624964149534e-05	0.711031129408808	0.605	0.294	0.44867649214346
cabin1	2.32752952921213e-05	-0.763365179482606	0.237	0.594	0.456777670107881
ubald1a	2.34718883221359e-05	0.66113571983427	0.553	0.245	0.460635808321917
ccdc12	2.582728797009e-05	-0.622832920218135	0.026	0.385	0.506860526413017
C7H20orf27	2.64229870767391e-05	-0.71810656691489	0.105	0.476	0.518551121381005
ildr2	2.81261498645274e-05	0.567609315399162	0.842	0.58	0.55197569109135
epha2b	2.82331790037472e-05	0.729740492114055	0.684	0.35	0.554076137948538
vezf1a	3.02908756754215e-05	-0.722079495837238	0.368	0.664	0.594458435130147
plxna3	3.08666507940316e-05	-0.692769633593984	0.895	0.958	0.605758021832871
si:ch211-113a14.19.4	3.08893801545912e-05	0.382476435205351	0.316	0.07	0.606204085533851
dtx4a	3.28403654010682e-05	0.682209426657188	0.605	0.287	0.644492170995963
crebrf	3.28433066970943e-05	0.406415790108053	0.368	0.098	0.644549893930475
chd1	3.41648546749848e-05	-0.735754432734315	0.658	0.853	0.670485272996577
si:ch211-113a14.19.1	3.42318692453858e-05	0.28745295842701	0.237	0.035	0.671800433940697
eif3s10	3.42890633948662e-05	-0.723823048057843	0.632	0.86	0.67292286912425
rsf1b.1	3.49148661508517e-05	-0.695214423500548	0.132	0.49	0.685204248210465
baz1a.1	3.57342856725478e-05	-0.663740863798342	0.316	0.65	0.70128535632375
fosab	3.66470782159135e-05	0.583756737975759	0.632	0.28	0.719198909987303
fbxl4	3.67687317855316e-05	0.307485146987851	0.237	0.035	0.721586361291057
BX784025.1	3.68909669821188e-05	0.487917540828706	0.395	0.119	0.723985227024082
nrarpa	3.81685421779181e-05	0.56853600103699	0.579	0.266	0.749057640241644
soga1	4.33086593328248e-05	-0.743840014576049	0.263	0.615	0.849932439406687
ccnd2a	4.33247319810756e-05	0.567115326337363	0.737	0.427	0.85024786512861
wnk1a	4.46873893353873e-05	-0.599556515445331	0.211	0.573	0.876990015706976
abcf1	4.63963809417856e-05	-0.759926742609517	0.289	0.615	0.910528975982542
ubap2b	4.79165344570377e-05	-0.641134616366566	0.421	0.727	0.940361988719365
rab10	4.95578475804102e-05	-0.647209491036747	0.184	0.552	0.97257275876555
GCA	5.05034837963996e-05	0.407901317997215	0.342	0.091	0.991130869504343
mpz	5.08245721008255e-05	0.356127668273164	0.211	0.028	0.997432227478701
spen	5.25966241006614e-05	0.529474186512391	0.711	0.371	1
hspbp1	5.33586371584358e-05	0.466144070285273	0.368	0.105	1
fgfr4	5.36572311619643e-05	-0.714597781137752	0.395	0.685	1
cbx7a	5.43382391360823e-05	0.412711196639532	0.211	0.028	1
tp53inp1	5.43382391360823e-05	0.356127668273164	0.211	0.028	1
nhsl1b	5.44980227854007e-05	-0.583751339289265	0.737	0.93	1
marcksl1b	5.46240569270992e-05	0.583162057406379	0.658	0.336	1
adcy6b	5.47016668444833e-05	-0.644105985471114	0.079	0.441	1
nr6a1a	5.67530784563953e-05	-0.688615532437371	0.211	0.552	1
xbp1	5.70485593935542e-05	0.458976868423638	0.447	0.154	1
ccdc180	5.8057860106098e-05	0.266860330176077	0.211	0.028	1
zgc:153115	5.81185153476939e-05	-0.69377723755315	0.184	0.531	1
usp10	6.0289900439102e-05	-0.693958015078715	0.342	0.664	1
fam13b	6.16351443804175e-05	0.73000344573565	0.632	0.35	1
epc1b	6.25599884530546e-05	-0.630583411065956	0.211	0.552	1
usp7	6.35050276874682e-05	-0.605904481527815	0.368	0.699	1
FO082779.1	6.35154324110513e-05	-0.512554005193106	0	0.322	1
tox3	6.36746961299889e-05	-0.79527442743735	0.263	0.594	1
rerea	6.45719690541874e-05	-0.709759224201371	0.658	0.867	1
slc4a4b	6.46298396314374e-05	0.297834976954131	0.211	0.028	1
nrf1	6.63442111103023e-05	-0.639851813451153	0.132	0.49	1
BX649384.1	6.67293370099931e-05	0.257079309383492	0.211	0.028	1
g3bp1	6.75809174214156e-05	-0.667782029020205	0.211	0.538	1
srfa	6.80633606397575e-05	0.494091308448906	0.474	0.182	1
fen1	6.85861337460787e-05	-0.573483003835438	0.053	0.392	1
ptges3a	6.91111465571248e-05	0.373077737203102	0.316	0.077	1
nop58	6.93503857699738e-05	-0.687373970363422	0.289	0.608	1
tet1	7.10554465004653e-05	0.684137905811992	0.474	0.189	1
slc38a4	7.2281464992148e-05	0.743438098977826	0.711	0.462	1
epha3	7.52871175473824e-05	-0.997181776657023	0.053	0.399	1
junbb	7.78863773776107e-05	0.450039719017986	0.184	0.021	1
dock4b	7.82063501639603e-05	-0.740763284022186	0.263	0.601	1
castor2	8.12745920653847e-05	0.57407418457842	0.5	0.203	1
ggps1	8.17978866158424e-05	0.550487364260804	0.526	0.224	1
wnt4b	8.22306031457663e-05	0.307081765175943	0.184	0.021	1
