	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	r1	r2	r3	r4	r5	r6
nab1b	3.83779555243628e-15	-0.580927846185257	0.073	0.342	7.48446888636124e-11	0.101449275362319	0.0597014925373134	1.31746031746032	0.113636363636364	1.06349206349206	0.1
tshz3b	7.86053720293877e-15	-0.531757699936429	0.04	0.281	1.53296196531712e-10	0.0289855072463768	0.0447761194029851	0.0634920634920635	0.492424242424242	0.928571428571428	0.544444444444445
rasal2	8.24226498164197e-15	0.57019806742696	0.935	0.882	1.60740651671982e-10	5.17391304347826	4.19402985074627	2.54761904761904	3.20454545454546	2.78571428571428	3.08888888888889
adgrl1a	2.86056355951848e-14	-0.832367136409455	0.206	0.496	5.57867105377295e-10	0.420289855072464	0.507462686567164	0.857142857142857	2.39393939393939	2.88095238095238	3.37777777777778
fgfr2	5.34390619812301e-14	0.589842917521513	0.923	0.84	1.04216858675795e-09	6.23188405797101	3.85074626865672	2.29365079365079	3.66666666666667	2.88095238095238	4.46666666666667
si:ch211-286o17.1	1.83244789997728e-13	0.7137957990137	0.591	0.35	3.57363989453568e-09	2.21739130434783	1.70149253731343	0.563492063492063	0.719696969696969	0.571428571428571	1.03333333333333
dtnba	2.93318331666915e-13	-0.574789516452805	0.514	0.728	5.72029410416819e-09	0.695652173913043	1.94029850746269	1.33333333333333	1.8030303030303	2.34920634920635	2.4
evx1	8.60335463202182e-13	-0.379260266065791	0.016	0.215	1.67782622033689e-08	0.0144927536231884	0	0.0158730158730159	0.0606060606060606	0.825396825396825	0.455555555555556
adgrl2a	1.23800365497205e-12	0.472301306583715	0.947	0.922	2.41435472792649e-08	8.39130434782608	5.61194029850746	4.46031746031745	6.42424242424243	3.23015873015873	3.37777777777778
sema3ab	1.98770240552757e-12	-0.523213226797372	0.012	0.203	3.87641723125987e-08	0.0144927536231884	0.0149253731343284	0.253968253968254	0.00757575757575758	1.46825396825397	0.0333333333333333
fhod3b	2.00666429679431e-12	-0.984822497239344	0.377	0.627	3.91339671160827e-08	1.18840579710145	1.92537313432836	2.72222222222222	4.26515151515152	4.11111111111111	2.92222222222222
ackr3b	3.08856217380539e-12	-0.700495224558231	0.243	0.481	6.02331395135526e-08	0.318840579710145	0.313432835820895	0.809523809523809	0.371212121212121	2.57142857142857	0.855555555555555
pdzrn3b	4.01125696491764e-12	0.566374063208572	0.316	0.116	7.82275333298238e-08	0.956521739130435	0.373134328358209	0.103174603174603	0.212121212121212	0.126984126984127	0.133333333333333
inavaa	4.12615535981217e-12	-0.719665600202082	0.117	0.352	8.0468281827057e-08	0.0144927536231884	0.164179104477612	0.634920634920635	0.484848484848485	2.14285714285714	1.08888888888889
dbn1	8.5942457803703e-12	-0.683181728720152	0.409	0.624	1.67604981208782e-07	0.521739130434783	0.582089552238806	1.25396825396825	1.25757575757576	2.15873015873016	2.42222222222222
dclk2a	1.90379682815711e-11	-0.535988836104017	0.146	0.382	3.712784574272e-07	0.27536231884058	0.17910447761194	0.547619047619048	0.257575757575758	1.17460317460317	1.46666666666667
gabrb3	4.34609427165885e-11	-0.319746793100309	0.004	0.167	8.47575304858908e-07	0	0	0.261904761904762	0.0984848484848485	0.547619047619047	0.0555555555555556
gas7a	4.38056307272688e-11	0.42297680040506	0.344	0.139	8.54297410443196e-07	1	0.701492537313433	0.150793650793651	0.53030303030303	0.0952380952380952	0.1
zgc:158328	9.5045189766133e-11	-0.583870058747189	0.085	0.291	1.85357129081913e-06	0.0289855072463768	0.194029850746269	0.0873015873015873	0.5	0.738095238095238	1.63333333333333
sfrp1a	1.67165376547824e-10	0.442560842250279	0.259	0.086	3.26005917343566e-06	0.956521739130435	0.417910447761194	0.261904761904762	0.136363636363636	0.0873015873015873	0.0222222222222222
bahcc1b	2.77532109847276e-10	0.533938812003594	0.652	0.441	5.41243120624158e-06	1.33333333333333	0.985074626865672	0.984126984126984	1.4469696969697	0.42063492063492	0.555555555555556
pou3f3b	2.94820087422101e-10	0.445210186943071	0.466	0.255	5.74958134490582e-06	1.01449275362319	1.07462686567164	0.388888888888889	0.53030303030303	0.206349206349206	0.388888888888889
hoxb2a	3.05907975004481e-10	-0.25696898598118	0.008	0.162	5.96581732853738e-06	0	0	0.182539682539683	0.136363636363636	0.23015873015873	0.3
arhgap29a	3.39724913779133e-10	0.537237101281306	0.453	0.238	6.62531526852066e-06	0.695652173913043	0.955223880597015	0.484126984126984	0.454545454545454	0.261904761904762	0.177777777777778
si:dkey-22o22.2	7.62738519136639e-10	0.309898857340056	0.13	0.019	1.48749266002027e-05	0.159420289855072	0.0597014925373134	0.0238095238095238	0.0378787878787879	0	0.0111111111111111
sema3d	1.30578814023135e-09	-0.452206631137566	0.028	0.192	2.54654803107918e-05	0	0	0.333333333333333	0.734848484848485	0.515873015873016	0.0222222222222222
rarga	1.42897477500351e-09	-0.361026680242382	0.069	0.255	2.78678660621184e-05	0.130434782608696	0.0746268656716418	0.222222222222222	0.545454545454545	0.388888888888889	0.444444444444445
rarab	1.53279043436478e-09	-0.444940783845263	0.421	0.637	2.9892479050982e-05	0.695652173913043	0.567164179104477	0.825396825396825	1.11363636363636	1.67460317460317	1.87777777777778
gabra5	2.04304688037919e-09	-0.316367908813643	0.008	0.15	3.9843500261155e-05	0	0	0.253968253968254	0.0757575757575757	0.587301587301587	0.0555555555555556
epha7	2.21976041292689e-09	-0.576330973717852	0.709	0.899	4.32897675729002e-05	1.11594202898551	5.91044776119403	7.15079365079364	8.78787878787879	7.46031746031745	5.42222222222222
ror1	2.22371365238641e-09	0.517233468397682	0.595	0.367	4.33668636488398e-05	1.28985507246377	1.55223880597015	1.59523809523809	1.3030303030303	0.571428571428571	0.366666666666667
tox3	2.71080468242628e-09	-0.614150821639041	0.518	0.652	5.28661129166772e-05	0.710144927536232	1.40298507462687	2.39682539682539	0.598484848484848	3.32539682539682	2
mn1b	2.8440190668474e-09	0.275625490698778	0.287	0.114	5.5464059841658e-05	0.347826086956522	0.492537313432836	0.158730158730159	0.174242424242424	0.0873015873015873	0.122222222222222
pkdcca	5.04431868586162e-09	0.375248698177689	0.308	0.124	9.83743030116733e-05	0.449275362318841	0.462686567164179	0.349206349206349	0.621212121212121	0.0555555555555556	0.0777777777777778
ptprnb	6.66695003912711e-09	0.466657788615608	0.696	0.502	0.000130018859663057	2.91304347826087	1.94029850746269	1.04761904761905	1.75	1.00793650793651	1.83333333333333
gria1a	6.69253536797761e-09	-0.488791810800151	0.028	0.177	0.000130517824746299	0.0144927536231884	0.0447761194029851	0.206349206349206	0.00757575757575758	1.4047619047619	0.0666666666666667
hephl1a	1.89555401213898e-08	0.365573382812647	0.328	0.156	0.000369670943447343	0.608695652173913	0.507462686567164	0.222222222222222	0.227272727272727	0.0952380952380952	0.244444444444444
col11a1b	2.15146155116802e-08	-0.511723576186807	0.073	0.236	0.000419578031708787	0.072463768115942	0.119402985074627	0.0952380952380952	0.113636363636364	0.801587301587302	1.48888888888889
iqca1	2.59369625387554e-08	-0.354071341151674	0.061	0.222	0.000505822643430808	0.101449275362319	0.0298507462686567	0.261904761904762	0.0454545454545455	0.880952380952381	0.288888888888889
efnb3b	3.26398651492604e-08	0.374262059027112	0.87	0.707	0.000636542650140877	3.47826086956522	4.14925373134328	0.888888888888889	3.76515151515152	1.67460317460317	5.47777777777777
col4a5	3.71108486482281e-08	-0.393171160840614	0.283	0.489	0.000723735770337745	0.521739130434783	0.537313432835821	0.793650793650794	1.37878787878788	0.682539682539682	1.03333333333333
si:dkey-1h24.2	5.99641494601505e-08	-0.308158818825097	0.012	0.135	0.00116942084277185	0	0.0298507462686567	0.111111111111111	0.0833333333333333	0.690476190476191	0.0888888888888889
ncor2	7.95091117872721e-08	-0.459307235088226	0.664	0.772	0.00155058669807538	1.30434782608696	1.67164179104478	2.23015873015873	2.21212121212121	2.91269841269841	2.28888888888889
tns1b	8.82082112964344e-08	0.355413516592425	0.397	0.217	0.00172023653670306	0.768115942028985	0.761194029850747	0.436507936507936	0.325757575757576	0.26984126984127	0.266666666666667
zgc:110158	9.55733015213297e-08	0.393513306527318	0.733	0.568	0.00186387052626897	2.11594202898551	1.88059701492537	0.968253968253968	1.78030303030303	0.865079365079365	1.38888888888889
tead3a	1.03638525981027e-07	-0.406736919832041	0.239	0.418	0.00202115853368198	0.246376811594203	0.26865671641791	0.753968253968254	0.325757575757576	1.24603174603175	0.444444444444444
zfhx4	1.15095210753128e-07	0.425802844483823	0.713	0.525	0.00224458680010751	1.72463768115942	1.74626865671642	0.722222222222223	1.41666666666667	1.02380952380952	1.65555555555556
brinp2	1.43032757505113e-07	-0.462912523286182	0.04	0.177	0.00278942483686471	0.0434782608695652	0.0895522388059702	0.849206349206349	0.053030303030303	0.809523809523809	0.0333333333333333
qkib	2.2270323014035e-07	-0.507292486205229	0.457	0.616	0.00434315839419711	0.782608695652174	1.02985074626866	1	2.58333333333333	1.12698412698413	1.87777777777778
ptprua	2.65919042049266e-07	-0.659907282691331	0.081	0.23	0.00518595315804479	0.101449275362319	0.17910447761194	0.150793650793651	0.106060606060606	2.44444444444444	0.411111111111111
ppap2d	2.80007022902715e-07	0.323021158076565	0.275	0.124	0.00546069696064875	0.27536231884058	0.940298507462687	0.293650793650794	0.204545454545455	0.0793650793650794	0.166666666666667
col5a1	3.53172120057051e-07	0.323366551627803	0.279	0.127	0.0068875626853526	0.608695652173913	0.567164179104478	0.214285714285714	0.265151515151515	0.142857142857143	0.166666666666667
jag2b	3.66200283686649e-07	0.3730812886553	0.935	0.911	0.00714163793245703	5.91304347826087	5.58208955223881	4.08730158730158	4.40151515151515	3.13492063492063	3.86666666666667
dag1	4.46535823809873e-07	-0.326004416400204	0.903	0.956	0.00870834163594015	3.5072463768116	4.28358208955224	5.43650793650793	5.24242424242425	6.36507936507936	5.05555555555555
epha4l	5.61880134651403e-07	-0.474208303057535	0.255	0.443	0.0109577863859717	0.318840579710145	0.552238805970149	1.36507936507936	0.56060606060606	2.09523809523809	0.855555555555556
si:ch211-216b21.2	5.82596022875366e-07	-0.427034847367789	0.045	0.177	0.0113617876381154	0.0579710144927536	0.0447761194029851	0.111111111111111	0.0151515151515152	1.23809523809524	0.877777777777778
rfx4	6.11642870766162e-07	-0.366376223207141	0.85	0.907	0.0119282592656817	2.11594202898551	3.44776119402985	3.98412698412698	4.23484848484849	4.05555555555555	5.11111111111111
nr2f2	6.27478412742378e-07	0.457355322980626	0.749	0.639	0.0122370840053018	1.95652173913044	3.1044776119403	2.07142857142857	1.36363636363636	2.06349206349206	1.58888888888889
spry4	7.66406991195575e-07	-0.29484044438045	0.117	0.278	0.0149464691422961	0.188405797101449	0.119402985074627	0.349206349206349	0.462121212121212	0.428571428571428	0.5
qki2	7.98651118399385e-07	-0.377432611064377	0.506	0.648	0.0155752941110248	0.652173913043478	0.970149253731344	1.78571428571428	1.46212121212121	1.88888888888889	1.04444444444444
nlgn3a	1.25218210937385e-06	-0.714909815780062	0.219	0.373	0.0244200554970088	0.318840579710145	0.701492537313433	0.976190476190476	1.53787878787879	1.84920634920635	0.666666666666667
arhgap24	1.3439224795492e-06	0.32051872614624	0.223	0.095	0.0262091761961686	0.173913043478261	0.552238805970149	0.182539682539683	0.151515151515152	0.0793650793650794	0.188888888888889
tnfrsfa	1.86628808930007e-06	-0.338429712928133	0.219	0.392	0.03639635031753	0.246376811594203	0.388059701492537	0.841269841269841	0.439393939393939	0.80952380952381	0.566666666666667
sox13	1.92399955973336e-06	0.487909747346347	0.777	0.675	0.03752183941392	4.17391304347826	2.92537313432836	2.28571428571428	2.78030303030303	2.2063492063492	2.73333333333333
adamts3	2.06377687619969e-06	0.49864019664395	0.34	0.192	0.0402477766396464	2.18840579710145	1.04477611940299	0.404761904761905	1.03030303030303	0.174603174603175	0.288888888888889
crb2a	3.32509784570871e-06	0.364544528344554	0.563	0.376	0.0648460581870114	1.39130434782609	1.53731343283582	1.14285714285714	0.878787878787878	1.15873015873016	0.722222222222222
gbx1	3.35687803324793e-06	-0.251935064785005	0.057	0.184	0.0654658354044011	0	0.0447761194029851	0.388888888888889	0.196969696969697	0.349206349206349	0.266666666666667
prickle2b	3.80810861619258e-06	-0.368651588865974	0.231	0.399	0.0742657342329878	0.449275362318841	0.17910447761194	0.746031746031746	1.06060606060606	0.523809523809524	0.677777777777777
cspg5a	4.80145210076462e-06	-0.392199321773289	0.474	0.622	0.0936379188691116	1.01449275362319	1.16417910447761	1.91269841269841	1.04545454545455	1.87301587301587	1.5
cxcl12a	5.6863149543734e-06	-0.373732573114482	0.308	0.475	0.11089451424019	0.318840579710145	1.50746268656716	0.333333333333333	0.969696969696969	1.56349206349206	1.9
cbfa2t2	5.76923621539609e-06	-0.380611904819172	0.158	0.306	0.112511644672654	0.463768115942029	0.194029850746269	0.452380952380952	0.227272727272727	1.13492063492063	0.7
rnf165a	6.58206538129788e-06	-0.409941801247108	0.417	0.576	0.128363439066071	0.710144927536232	0.626865671641791	0.984126984126984	1.10606060606061	2.3015873015873	1.91111111111111
ctnna2	9.35115743229045e-06	-0.512463514677647	0.231	0.378	0.182366272244528	0.27536231884058	0.552238805970149	0.349206349206349	0.916666666666666	1.11904761904762	1.64444444444444
st8sia2	1.11039724527966e-05	0.277563179586377	0.502	0.331	0.21654967077444	1.21739130434783	0.82089552238806	0.666666666666667	0.613636363636363	0.833333333333333	0.511111111111111
nck2a	1.12284773378331e-05	-0.420118680651655	0.668	0.732	0.218977765042422	0.999999999999999	1.95522388059702	2.23809523809524	1.25	3.97619047619047	2.94444444444444
bach2b	1.22137788507274e-05	-0.345378465020296	0.595	0.696	0.238193115146886	0.956521739130434	1.22388059701493	1.49206349206349	1.40151515151515	2.13492063492063	1.82222222222222
ntn1a	1.38535615496273e-05	-0.66325032767261	0.393	0.534	0.270172157340832	1.91304347826087	2.40298507462687	3.33333333333333	5.56818181818182	3.47619047619048	2.96666666666667
lin28a	1.39330372770848e-05	0.372711556454176	0.773	0.656	0.271722092977707	2.79710144927536	2.7910447761194	2.08730158730159	1.78787878787879	1.26984126984127	1.68888888888889
sdk1b	1.4564625313517e-05	0.297698018736138	0.312	0.171	0.284039322864209	0.666666666666667	0.850746268656716	0.341269841269841	0.325757575757576	0.142857142857143	0.377777777777778
scube2	1.46078184517624e-05	0.354588883794387	0.547	0.382	0.284881675446271	1.73913043478261	1.05970149253731	0.698412698412698	0.606060606060606	1.01587301587302	1.16666666666667
grasp	1.67560501869859e-05	0.345120761584592	0.356	0.217	0.3267764907466	0.202898550724638	0.791044776119403	0.428571428571428	0.272727272727273	0.436507936507936	0.155555555555556
myo16	1.7138509671562e-05	-0.410030268259794	0.154	0.287	0.334235215614801	0.202898550724638	0.328358208955224	1.00793650793651	0.371212121212121	0.80952380952381	0.455555555555556
il17rd	1.9661621796581e-05	0.295375933806593	0.243	0.124	0.383440948276923	1.01449275362319	0.194029850746269	0.0873015873015873	0.181818181818182	0.119047619047619	0.311111111111111
sorbs2b	2.28502020048987e-05	0.360650164958572	0.47	0.323	0.445624639499535	1.27536231884058	1.67164179104478	0.698412698412698	0.696969696969697	0.428571428571428	1.3
chmp6b	2.4130603156063e-05	-0.30320602585404	0.109	0.234	0.47059502274954	0.159420289855072	0.0895522388059702	0.595238095238095	0.196969696969697	0.619047619047619	0.111111111111111
fstl1b	3.25232216824275e-05	0.379692452729137	0.733	0.618	0.634267869250701	1.23188405797101	2.88059701492537	1.30952380952381	1.64393939393939	1.27777777777778	1.46666666666667
cdh11	3.35061904956309e-05	-0.528134895234578	0.085	0.2	0.653437727045794	0.289855072463768	0.0298507462686567	0.214285714285714	1.45454545454545	0.555555555555555	0.377777777777778
plp1a	3.42183955008702e-05	0.32003918649054	0.794	0.662	0.667327149057971	2.59420289855073	3.49253731343284	2.25396825396825	1.96969696969697	2.07936507936508	1.83333333333333
pcdh19	3.71253901241938e-05	0.367248653029395	0.911	0.838	0.724019358202028	6.7536231884058	5.34328358208955	4.07142857142857	5.73484848484849	2.6031746031746	3.95555555555555
pax7a	3.72707155549608e-05	0.736776482481578	0.215	0.108	0.726853494752845	1.52173913043478	2.13432835820895	1.02380952380952	0.121212121212121	0.23015873015873	0.144444444444444
marcksl1a	3.93807392885292e-05	0.33119404407756	0.619	0.47	0.768003177604896	0.869565217391304	1.91044776119403	0.952380952380952	0.924242424242424	0.753968253968254	0.666666666666667
antxr1c	4.41014046260077e-05	-0.310320053956969	0.101	0.215	0.860065593016402	0.101449275362319	0.0746268656716418	0.0714285714285714	0.113636363636364	0.507936507936508	1
cdk6	5.30496306927502e-05	-0.276035218600539	0.664	0.73	1	1.2463768115942	1.47761194029851	1.7063492063492	1.75757575757576	1.97619047619047	2.15555555555555
sema3ga	5.77563269476212e-05	-0.272928531194908	0.089	0.2	1	0	0.298507462686567	0.206349206349206	0.204545454545455	0.555555555555556	0.4
sdk2b	5.84284203406483e-05	-0.290760037094843	0.073	0.181	1	0.072463768115942	0.119402985074627	0.674603174603175	0.0757575757575758	0.682539682539682	0.0777777777777778
aldocb	5.8753099786678e-05	-0.276963176296581	0.109	0.23	1	0.231884057971015	0.164179104477612	0.555555555555556	0.151515151515151	0.722222222222222	0.111111111111111
zgc:77158	6.4913862498724e-05	0.307699626668924	0.445	0.302	1	0.72463768115942	0.686567164179105	0.404761904761905	0.53030303030303	0.468253968253968	0.588888888888889
aff2	6.68189246250269e-05	0.351509062136509	0.615	0.477	1	1.44927536231884	1.38805970149254	1.09523809523809	0.795454545454545	0.992063492063492	0.922222222222222
robo2.1	6.85366116206486e-05	-0.280564269988954	0.109	0.226	1	0.159420289855072	0.194029850746269	0.19047619047619	0.378787878787879	0.452380952380952	0.633333333333333
dld	7.27568745181524e-05	-0.3112636339201	0.077	0.188	1	0.0579710144927536	0.0746268656716418	0.285714285714286	0.5	0.611111111111111	0.311111111111111
nos1apa.1	7.73488527041266e-05	-0.382015147724086	0.636	0.717	1	1.85507246376812	1.49253731343284	1.74603174603174	1.48484848484848	2.65873015873016	3.7
shroom4	8.2716097837582e-05	0.349864682671798	0.688	0.629	1	1.46376811594203	2.19402985074627	1.31746031746032	1.12878787878788	1.11111111111111	1.25555555555556
tet3	8.60197293818383e-05	0.30422519514265	0.862	0.819	1	3.7536231884058	3.68656716417911	2.54761904761904	2.60606060606061	3.34126984126984	3.54444444444444
arhgap29b	0.000111085875282502	-0.27063617617193	0.344	0.494	1	0.405797101449275	0.850746268656717	0.944444444444444	0.931818181818181	0.952380952380952	1
abcb5	0.000111444837854457	0.326887818411136	0.332	0.205	1	0.956521739130434	1.01492537313433	0.373015873015873	0.295454545454545	0.301587301587302	0.733333333333333
sipa1l1	0.00011217222232349	-0.272272085276438	0.648	0.751	1	1.3768115942029	0.985074626865672	2.1984126984127	1.50757575757576	1.99206349206349	1.41111111111111
ctnnd2b	0.000122274211921779	-0.34819348062735	0.506	0.624	1	1.01449275362319	0.970149253731343	1.80952380952381	1.21212121212121	2.23809523809524	0.588888888888889
hs6st1b	0.000128082477918942	0.300300052530143	0.393	0.264	1	0.652173913043478	0.835820895522388	0.404761904761904	0.522727272727272	0.301587301587302	0.388888888888889
cers2a	0.000128239283018159	-0.294196257208538	0.243	0.38	1	0.231884057971015	0.492537313432836	0.523809523809524	0.409090909090909	1.16666666666667	0.577777777777778
flrt3	0.000139801787697404	-0.257563360298327	0.121	0.238	1	0.231884057971015	0.0746268656716418	0.238095238095238	0.333333333333333	0.476190476190476	0.611111111111111
chl1b	0.000140202230866924	0.30592533377331	0.478	0.333	1	1.18840579710145	2.02985074626866	0.563492063492063	1.16666666666667	0.531746031746032	1.04444444444444
plxna1a	0.000144901885194856	0.343410992780906	0.68	0.54	1	2.40579710144928	1.85074626865672	1.28571428571429	1.34848484848485	1.73015873015873	1.94444444444444
nkd1	0.000146810159207461	-0.294089236323442	0.514	0.635	1	0.811594202898551	1.04477611940299	1.73015873015873	1.40151515151515	1.26190476190476	0.933333333333333
neo1a	0.000152604927475413	0.311470169004828	0.947	0.949	1	4.04347826086957	4.85074626865671	3.94444444444444	5.11363636363637	4.59523809523809	5.27777777777777
plekhh1	0.000158309269951425	-0.280618443602543	0.725	0.835	1	2.53623188405797	3.85074626865672	3.2063492063492	3.18939393939394	3.38095238095238	3.75555555555556
pknox2	0.000160454271510491	0.405756902282065	0.405	0.289	1	0.72463768115942	0.955223880597015	0.555555555555555	0.5	0.531746031746032	0.3
mn1a	0.000168508268611679	0.273833777266464	0.421	0.285	1	0.594202898550725	0.895522388059702	0.476190476190476	0.583333333333333	0.341269841269841	0.211111111111111
agrn	0.000189795169928187	-0.253956620817594	0.85	0.922	1	3.20289855072464	4.05970149253731	4.07936507936507	3.93939393939394	4.1031746031746	4.65555555555555
cntfr	0.000200130154488269	-0.310670407531791	0.951	0.97	1	7.49275362318841	12.5522388059702	11.5793650793651	13.2878787878788	8.96825396825396	6.93333333333333
tp53i11b	0.000223866614728217	-0.302934868059634	0.158	0.278	1	0.434782608695652	0.194029850746269	0.420634920634921	0.295454545454545	1.23809523809524	0.211111111111111
adgrl3.1	0.000233520188561795	-0.361442087852126	0.417	0.515	1	0.695652173913043	0.64179104477612	0.849206349206349	0.893939393939393	1.78571428571428	1.21111111111111
tiam1a	0.000249306059190376	-0.265974250297052	0.437	0.563	1	0.594202898550725	1.11940298507463	0.69047619047619	0.848484848484848	2.41269841269841	1.4
bcl2a	0.000263260039837952	-0.273911354385811	0.174	0.291	1	0.202898550724638	0.283582089552239	0.619047619047619	0.174242424242424	0.722222222222222	0.488888888888889
nedd9	0.000265104334674246	0.258551977339836	0.437	0.3	1	0.768115942028985	0.805970149253732	0.46031746031746	0.583333333333333	0.42063492063492	0.344444444444444
ncalda	0.000350499818596326	-0.338868615701471	0.692	0.719	1	1.05797101449275	1.73134328358209	1.84126984126984	1.77272727272727	2.47619047619047	2
col14a1a	0.000376895760855531	0.496107806710983	0.324	0.213	1	2.85507246376812	0.194029850746269	0.317460317460317	0.818181818181818	0.531746031746032	0.1
ewsr1b	0.000399050701277095	-0.254574677387471	0.583	0.684	1	0.855072463768116	0.955223880597015	1.41269841269841	1.42424242424242	1.50793650793651	1.47777777777778
lrch4	0.000430125297343845	-0.27486287742383	0.547	0.639	1	0.942028985507246	0.985074626865672	1.23809523809524	1.31060606060606	1.56349206349206	1.55555555555555
si:ch211-191i18.2	0.000435229499281801	-0.393890412137024	0.146	0.253	1	0.260869565217391	0.164179104477612	1.00793650793651	0.507575757575758	1	0.311111111111111
zeb2a	0.000533431429449801	-0.253148008387801	0.818	0.873	1	2.05797101449275	2.82089552238806	3.32539682539682	3.54545454545455	3.84126984126984	2.95555555555555
arrb2b	0.000554086186575934	-0.329926388984252	0.235	0.342	1	0.27536231884058	0.462686567164179	1.22222222222222	0.507575757575757	0.642857142857143	0.222222222222222
tfdp2	0.000589730768542312	-0.353404748415236	0.34	0.454	1	0.478260869565218	0.358208955223881	0.920634920634921	1.10606060606061	0.976190476190476	0.888888888888889
col15a1b	0.000726032132245098	-0.384864811614617	0.202	0.314	1	0.144927536231884	0.253731343283582	0.253968253968254	0.492424242424242	1.8015873015873	0.822222222222222
hs3st3b1b	0.000743069155019404	0.257673537906508	0.591	0.479	1	2.02898550724638	2.29850746268657	1.15079365079365	1.28787878787879	1.02380952380952	1.58888888888889
myo10l3	0.00077313653427746	-0.256711315111256	0.166	0.272	1	0.202898550724638	0.223880597014925	0.531746031746032	0.424242424242424	0.571428571428571	0.311111111111111
notch1a	0.000915258525888504	-0.307551496130004	0.623	0.726	1	0.913043478260869	1.76119402985075	1.8968253968254	2.29545454545455	2.5079365079365	2.3
pappab	0.000946773474457038	-0.41039763460728	0.105	0.2	1	0.492753623188406	0.104477611940299	0.253968253968254	1.4469696969697	0.293650793650794	0.544444444444445
bcar1	0.00102744831942747	0.298676501865906	0.445	0.333	1	1.10144927536232	0.746268656716418	0.603174603174603	0.696969696969697	0.396825396825397	0.666666666666667
hs2st1b	0.00108152042449606	0.332996050484828	0.579	0.473	1	2.30434782608696	1.26865671641791	1.15079365079365	0.757575757575757	0.857142857142857	0.9
vat1	0.00109148676962022	-0.278964371911721	0.243	0.354	1	0.173913043478261	0.64179104477612	0.341269841269841	0.409090909090909	1.06349206349206	0.911111111111111
elavl3	0.00109669573663677	-0.337958187144114	0.243	0.365	1	0.391304347826087	0.328358208955224	0.761904761904762	1.06060606060606	1.23809523809524	0.7
