	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	r1	r2	r3	r4	r5	r6
antxr1c	1.1364665517379e-22	0.637692463268493	0.38	0.089	2.21633706919925e-18	0.101449275362319	0.0746268656716418	0.0714285714285714	0.113636363636364	0.507936507936508	1
egr2a	1.434075041454e-22	1.03596174916644	0.463	0.141	2.7967331458436e-18	0	0.0149253731343284	1.30952380952381	0.0151515151515152	2.98412698412698	0
tshz3b	1.55825998861207e-22	0.603008558675073	0.412	0.107	3.03891862979126e-18	0.0289855072463768	0.0447761194029851	0.0634920634920635	0.492424242424242	0.928571428571428	0.544444444444445
RASSF5	1.05496296096203e-21	0.473179588919274	0.218	0.014	2.05738876646815e-17	0.0144927536231884	0	0.0158730158730159	0.0151515151515152	0.642857142857143	0.0777777777777778
arhgef28a	1.07468302102266e-21	0.468706112339966	0.282	0.038	2.09584682759839e-17	0.0289855072463768	0.0298507462686567	0.0238095238095238	0.0303030303030303	0.515873015873016	0.455555555555556
zgc:158328	3.45036972300779e-21	0.805476657190182	0.435	0.129	6.72891103380979e-17	0.0289855072463768	0.194029850746269	0.0873015873015873	0.5	0.738095238095238	1.63333333333333
tiam1a	5.66525886185764e-21	0.691819875394614	0.75	0.422	1.10483878323948e-16	0.594202898550725	1.11940298507463	0.69047619047619	0.848484848484848	2.41269841269841	1.4
cxcl12a	2.70453144993602e-20	0.709444246994291	0.657	0.315	5.27437723366524e-16	0.318840579710145	1.50746268656716	0.333333333333333	0.969696969696969	1.56349206349206	1.9
nhsl1a	4.16528225599018e-20	0.580114059725133	0.343	0.075	8.12313345563206e-16	0.0434782608695652	0.134328358208955	0.111111111111111	0.0606060606060606	0.46031746031746	0.955555555555556
cyp26b1	4.39053381113609e-20	-1.3928081134217	0.046	0.378	8.5624190384776e-16	0.173913043478261	1.64179104477612	2.19047619047619	3.50757575757576	0.150793650793651	0.0222222222222222
adgrl2a	1.92467901073746e-19	-0.709485284453799	0.88	0.952	3.75350900674019e-15	8.39130434782608	5.61194029850746	4.46031746031745	6.42424242424243	3.23015873015873	3.37777777777778
iqca1	3.00664750177246e-19	0.554350128525943	0.352	0.087	5.86356395795666e-15	0.101449275362319	0.0298507462686567	0.261904761904762	0.0454545454545455	0.880952380952381	0.288888888888889
inavaa	1.03199305509033e-18	0.935296370326606	0.477	0.184	2.01259285603716e-14	0.0144927536231884	0.164179104477612	0.634920634920635	0.484848484848485	2.14285714285714	1.08888888888889
tox3	1.18089820612914e-18	0.748703399651899	0.787	0.529	2.30298768159304e-14	0.710144927536232	1.40298507462687	2.39682539682539	0.598484848484848	3.32539682539682	2
cbfa2t2	1.78573481646414e-17	0.597623109951796	0.458	0.168	3.48254003906837e-13	0.463768115942029	0.194029850746269	0.452380952380952	0.227272727272727	1.13492063492063	0.7
rarab	2.00908113242419e-17	0.58023445128357	0.769	0.475	3.91811002445366e-13	0.695652173913043	0.567164179104477	0.825396825396825	1.11363636363636	1.67460317460317	1.87777777777778
egr2b	6.53828271944779e-17	0.984110275490737	0.546	0.248	1.27509589594671e-12	0.0144927536231884	0	3.61111111111111	0.053030303030303	4.87301587301587	0
efna2a	2.7905695972004e-16	-1.2787904298619	0.435	0.667	5.44216882846021e-12	8.82608695652174	2.22388059701493	1.55555555555555	1.88636363636364	0.817460317460318	0.733333333333333
ptn	2.93013842181299e-16	0.269307255553624	0.181	0.016	5.71435595021968e-12	0.0289855072463768	0.0447761194029851	0.0158730158730159	0	0.26984126984127	0.177777777777778
nck2a	1.17122493707376e-15	0.75332030177831	0.819	0.663	2.28412287228124e-11	0.999999999999999	1.95522388059702	2.23809523809524	1.25	3.97619047619047	2.94444444444444
nos1apa.1	1.50275653173646e-15	0.672191870615421	0.856	0.618	2.93067578819244e-11	1.85507246376812	1.49253731343284	1.74603174603174	1.48484848484848	2.65873015873016	3.7
dennd5b	2.41140698279203e-15	0.727197639977698	0.704	0.444	4.70272589784101e-11	0.840579710144927	1.2089552238806	0.523809523809524	0.734848484848484	1.84920634920635	2.23333333333333
wnt7bb	2.58410531571378e-15	0.337999500140052	0.236	0.044	5.03952218670501e-11	0.0144927536231884	0.0597014925373134	0.0476190476190476	0.053030303030303	0.333333333333333	0.311111111111111
magi2a	2.6368766229434e-15	0.949462186785084	0.685	0.469	5.14243679006423e-11	1.02898550724638	1.34328358208955	0.849206349206349	0.909090909090909	3.26190476190476	2
si:dkey-1h24.2	2.85591755363545e-15	0.448031122847115	0.222	0.038	5.56961041309986e-11	0	0.0298507462686567	0.111111111111111	0.0833333333333333	0.690476190476191	0.0888888888888889
bahcc1b	3.47875382783414e-15	-0.740423663783444	0.31	0.6	6.78426571504215e-11	1.33333333333333	0.985074626865672	0.984126984126984	1.4469696969697	0.42063492063492	0.555555555555556
ror1	5.47612320455157e-15	-0.837411959306482	0.236	0.535	1.06795354735165e-10	1.28985507246377	1.55223880597015	1.59523809523809	1.3030303030303	0.571428571428571	0.366666666666667
map7d1a	1.27262440469511e-14	0.599093267195417	0.838	0.628	2.48187211403641e-10	2.01449275362319	1.29850746268657	0.746031746031746	1.4469696969697	2.21428571428571	3.06666666666667
adgrl1a	1.65374985256736e-14	0.85670359407205	0.602	0.309	3.22514296247686e-10	0.420289855072464	0.507462686567164	0.857142857142857	2.39393939393939	2.88095238095238	3.37777777777778
rnf165a	2.66067746968908e-14	0.663167279776039	0.713	0.44	5.18885320138764e-10	0.710144927536232	0.626865671641791	0.984126984126984	1.10606060606061	2.3015873015873	1.91111111111111
nxph3	4.56496581569479e-14	0.488286481309482	0.227	0.046	8.90259633376797e-10	0.0289855072463768	0.119402985074627	0.0396825396825397	0.0909090909090909	0.436507936507936	0.588888888888889
vat1	5.66796307290803e-14	0.543428035501943	0.509	0.234	1.10536615847852e-09	0.173913043478261	0.64179104477612	0.341269841269841	0.409090909090909	1.06349206349206	0.911111111111111
col15a1b	7.84648807043571e-14	0.781891666718088	0.454	0.2	1.53022210349637e-09	0.144927536231884	0.253731343283582	0.253968253968254	0.492424242424242	1.8015873015873	0.822222222222222
bmpr1ba	8.05827745633831e-14	-0.650489821562166	0.449	0.705	1.5715252695351e-09	3	2.65671641791045	1.1984126984127	1.57575757575757	0.777777777777777	1.08888888888889
samd10b	1.84652576964541e-13	0.385292487986157	0.199	0.034	3.60109455596248e-09	0.0434782608695652	0	0.00793650793650794	0.121212121212121	0.182539682539683	0.677777777777778
chl1a	4.91078442744584e-13	0.596549259224533	0.296	0.089	9.57701179040489e-09	0.260869565217391	0.0895522388059701	0.111111111111111	0.0757575757575758	0.309523809523809	1.37777777777778
midn	7.21235081456689e-13	0.696073581282213	0.801	0.632	1.40655265585683e-08	0.521739130434783	1.26865671641791	3.42857142857142	1.03030303030303	4.5079365079365	1.44444444444444
mmp2	1.05292728698281e-12	0.305870535683973	0.185	0.032	2.05341879507387e-08	0.0579710144927536	0	0.0238095238095238	0.053030303030303	0.357142857142857	0.166666666666667
dbn1	2.83966532027231e-12	0.722992164084782	0.694	0.489	5.53791530759506e-08	0.521739130434783	0.582089552238806	1.25396825396825	1.25757575757576	2.15873015873016	2.42222222222222
prox2	4.18298465434726e-12	0.279291915188578	0.181	0.032	8.15765667290803e-08	0	0.0746268656716418	0.0238095238095238	0.0378787878787879	0.142857142857143	0.422222222222222
dtnba	6.22670413988772e-12	0.564374597542154	0.769	0.606	1.2143318413609e-07	0.695652173913043	1.94029850746269	1.33333333333333	1.8030303030303	2.34920634920635	2.4
timp2b	1.26677461398054e-11	0.61452647868945	0.394	0.158	2.47046385218484e-07	0.0869565217391304	0.119402985074627	2.8015873015873	0.0303030303030303	2.93650793650793	0.0666666666666667
csmd2	2.3451002239896e-11	0.36810883371983	0.218	0.055	4.57341445682452e-07	0.0289855072463768	0.0895522388059701	0.0238095238095238	0.0833333333333333	0.261904761904762	0.533333333333333
nbeaa	3.92089563709476e-11	0.451338120486812	0.773	0.529	7.64653067146221e-07	0.536231884057971	0.970149253731343	2.58730158730159	1.64393939393939	2.81746031746031	1.62222222222222
robo1	6.81769179007884e-11	-0.533042028131029	0.898	0.927	1.32958625290118e-06	6.59420289855073	6.43283582089552	4.8095238095238	7.62121212121212	3.46825396825396	4.23333333333333
palm1b	9.1626272493329e-11	0.46081988555987	0.407	0.188	1.7868955661649e-06	0.289855072463768	0.194029850746269	0.206349206349206	0.318181818181818	0.738095238095238	0.844444444444444
nr2f1b	1.09626727369975e-10	-0.690566837593914	0.088	0.307	2.13794043716925e-06	1.60869565217391	0.805970149253731	0.206349206349206	0.704545454545454	0.0634920634920635	0.255555555555556
skap2	1.107297170817e-10	-0.596449742056994	0.088	0.309	2.15945094252731e-06	0.0144927536231884	1.41791044776119	1.03174603174603	0.507575757575757	0.206349206349206	0.0111111111111111
tead3a	1.26229691068183e-10	0.435469782866034	0.519	0.287	2.4617314352117e-06	0.246376811594203	0.26865671641791	0.753968253968254	0.325757575757576	1.24603174603175	0.444444444444444
thsd7ba	1.99173514194068e-10	0.415884558289244	0.194	0.048	3.88428187381272e-06	0.0434782608695652	0.0895522388059701	0.0634920634920635	0.0757575757575757	0.182539682539683	0.755555555555556
oat	6.53351730259791e-10	0.307129082530096	0.241	0.077	1.27416654435264e-05	0.072463768115942	0.0597014925373134	0.103174603174603	0.0833333333333333	0.325396825396825	0.366666666666667
gas7a	9.97160907890586e-10	-0.446337509838493	0.069	0.269	1.94466320256822e-05	1	0.701492537313433	0.150793650793651	0.53030303030303	0.0952380952380952	0.1
adgrl3.1	1.02314222717336e-09	0.51155626063233	0.62	0.422	1.99533197143349e-05	0.695652173913043	0.64179104477612	0.849206349206349	0.893939393939393	1.78571428571428	1.21111111111111
pkdcca	1.28826196447815e-09	-0.571309566507913	0.056	0.244	2.51236848312529e-05	0.449275362318841	0.462686567164179	0.349206349206349	0.621212121212121	0.0555555555555556	0.0777777777777778
epha4l	1.67558597335889e-09	0.529801969560339	0.537	0.311	3.26772776524451e-05	0.318840579710145	0.552238805970149	1.36507936507936	0.56060606060606	2.09523809523809	0.855555555555556
mpz	1.69662781255559e-09	0.496254441036758	0.574	0.349	3.30876356004591e-05	0.594202898550725	2.13432835820895	1.05555555555556	0.242424242424242	2.26190476190476	0.888888888888889
gabrb3	2.11321536730837e-09	0.296636708712454	0.218	0.065	4.12119260932479e-05	0	0	0.261904761904762	0.0984848484848485	0.547619047619047	0.0555555555555556
dennd6aa	2.26321506415329e-09	0.41688224304145	0.505	0.287	4.41372201811175e-05	0.521739130434783	0.388059701492537	0.404761904761905	0.371212121212121	0.944444444444444	0.788888888888889
ctnna2	2.57747728724302e-09	0.631744465621523	0.468	0.267	5.02659620558135e-05	0.27536231884058	0.552238805970149	0.349206349206349	0.916666666666666	1.11904761904762	1.64444444444444
col12a1a	3.38564520917057e-09	0.692248197238743	0.444	0.261	6.60268528692445e-05	0.391304347826087	0.447761194029851	0.380952380952381	0.348484848484848	0.80952380952381	1.91111111111111
cers2a	4.0689789481849e-09	0.440420170044224	0.477	0.271	7.93532274475019e-05	0.231884057971015	0.492537313432836	0.523809523809524	0.409090909090909	1.16666666666667	0.577777777777778
ptprn2	4.07586840978928e-09	-0.569996243725262	0.361	0.568	7.94875857277106e-05	3.2463768115942	1.82089552238806	0.698412698412699	1.09090909090909	0.547619047619048	0.822222222222222
sfxn1	5.28988140409107e-09	0.296636708712454	0.236	0.081	0.000103163267142584	0.115942028985507	0.0597014925373134	0.0793650793650794	0.121212121212121	0.246031746031746	0.477777777777778
slc9a3r1a	5.95369449417603e-09	0.342228196969042	0.31	0.133	0.000116108950025421	0.0869565217391304	0.0597014925373134	0.317460317460317	0.106060606060606	0.531746031746032	0.422222222222222
strbp	6.01199419468224e-09	0.41262221137741	0.463	0.255	0.000117245910784693	0.376811594202899	0.447761194029851	0.325396825396825	0.386363636363636	0.777777777777778	0.844444444444444
pcdh19	6.66653793012519e-09	-0.58667557637174	0.769	0.903	0.000130010822713302	6.7536231884058	5.34328358208955	4.07142857142857	5.73484848484849	2.6031746031746	3.95555555555555
gabra5	7.9930847657498e-09	0.329160880719693	0.199	0.059	0.000155881139101653	0	0	0.253968253968254	0.0757575757575757	0.587301587301587	0.0555555555555556
sema3fb	8.36296024984943e-09	0.719094308249133	0.565	0.362	0.000163094450792564	0.202898550724638	0.17910447761194	6.47619047619047	0.522727272727273	6.68253968253967	0.0888888888888889
rasgef1ba	8.63038467056523e-09	0.41248365723172	0.56	0.347	0.000168309761845363	0.623188405797102	0.26865671641791	0.507936507936508	0.757575757575757	0.968253968253968	1.31111111111111
ek1	8.65746364939645e-09	-0.359710425245468	0.069	0.261	0.00016883785609053	0.507246376811594	0.716417910447761	0.19047619047619	0.212121212121212	0.111111111111111	0.155555555555556
nisch	1.1486420529933e-08	0.304422288909296	0.306	0.129	0.000224008173174753	0.0869565217391304	0.17910447761194	0.150793650793651	0.166666666666667	0.309523809523809	0.6
myo1cb	1.53463926349715e-08	0.444450572459401	0.292	0.121	0.000299285349167215	0.0579710144927536	0	1.04761904761905	0.0303030303030303	1.26190476190476	0.0111111111111111
wnt4	1.57529886438056e-08	0.336454637795299	0.315	0.135	0.000307214784531497	0.333333333333333	0.373134328358209	0.0873015873015873	0.318181818181818	0.253968253968254	0.988888888888889
cadm1a	1.91248180204871e-08	0.412192804622262	0.917	0.8	0.00037297220103554	2.60869565217391	4.47761194029851	3.6031746031746	2.96212121212121	4.61111111111111	4.76666666666667
si:ch73-22o12.1	2.10427720355704e-08	-0.420251967180518	0.167	0.38	0.000410376140237694	0.666666666666667	0.537313432835821	0.452380952380952	0.833333333333333	0.293650793650794	0.3
epha4a	2.29403838796807e-08	0.747530848294059	0.625	0.455	0.000447383366421533	0.347826086956522	0.686567164179105	10.3650793650793	0.772727272727272	9.83333333333333	0.222222222222222
si:ch211-285f17.1	2.54462511772636e-08	-0.460866894501708	0.13	0.329	0.000496252790458994	0.202898550724638	0.328358208955224	0.515873015873016	0.606060606060606	0.174603174603175	0.211111111111111
efnb2a	3.1024783665466e-08	-0.425051178912785	0.144	0.341	0.000605045331043917	0.826086956521739	0.17910447761194	0.373015873015873	0.878787878787878	0.222222222222222	0.166666666666667
sema3ga	4.08318983698231e-08	0.366344394710288	0.273	0.115	0.000796303682008291	0	0.298507462686567	0.206349206349206	0.204545454545455	0.555555555555556	0.4
znf516	4.70181221670481e-08	0.302580084196225	0.236	0.089	0.000916947418501772	0.101449275362319	0.0895522388059701	0.126984126984127	0.0984848484848485	0.301587301587302	0.477777777777778
dtx4a	4.99059582979478e-08	-0.470471847998986	0.352	0.541	0.000973265998726578	1.21739130434783	0.880597014925373	1.03968253968254	1.13636363636364	0.555555555555555	0.488888888888889
celsr1a	5.45061772989299e-08	0.410650289329935	0.639	0.444	0.00106297946968373	1.20289855072464	1.08955223880597	0.746031746031746	0.568181818181818	1.56349206349206	1.4
tfe3a	5.66259164036514e-08	0.391682239556018	0.324	0.16	0.00110431862170401	0.115942028985507	0.0895522388059701	0.182539682539683	0.166666666666667	0.801587301587302	0.2
negr1	7.21008286649859e-08	0.485339744522371	0.856	0.766	0.00140611036062455	2.79710144927536	3.4179104477612	2.37301587301587	2.61363636363637	3.3015873015873	4.93333333333333
kdm7aa	8.65079551335758e-08	0.320514067986059	0.306	0.145	0.001687078141015	0.173913043478261	0.17910447761194	0.222222222222222	0.136363636363636	0.547619047619047	0.311111111111111
tenm3	9.2783605531817e-08	0.534679386793933	0.634	0.475	0.0018094658750815	1.2463768115942	0.656716417910448	1.26984126984127	0.742424242424242	2.6031746031746	0.977777777777778
cdh2	9.54576821758282e-08	0.364967701481285	0.972	0.935	0.001861615717793	3.52173913043478	4.22388059701492	3.8015873015873	3.79545454545455	5.23809523809523	5.13333333333333
col28a2a	1.14681204733655e-07	0.454438710825809	0.222	0.083	0.00223651285471574	0.101449275362319	0.238805970149254	0.19047619047619	0.0833333333333333	0.912698412698413	0.0666666666666667
arhgap29a	1.18485899793362e-07	-0.483122589800475	0.181	0.368	0.00231071201777014	0.695652173913043	0.955223880597015	0.484126984126984	0.454545454545454	0.261904761904762	0.177777777777778
bach2b	1.47723800369473e-07	0.392401060974148	0.755	0.622	0.00288090955480546	0.956521739130434	1.22388059701493	1.49206349206349	1.40151515151515	2.13492063492063	1.82222222222222
wnt3a	1.56109910400442e-07	0.289163839295881	0.222	0.083	0.00304445547262942	0.0144927536231884	0.0149253731343284	0.134920634920635	0.128787878787879	0.388888888888889	0.388888888888889
wnt11	2.09056564687662e-07	0.269195423063286	0.25	0.103	0.00407702112453879	0.0869565217391304	0.17910447761194	0.111111111111111	0.204545454545455	0.214285714285714	0.633333333333333
galnt18b	2.46316765961522e-07	0.29818359792954	0.171	0.053	0.0048036695697816	0	0.0597014925373134	0.0952380952380952	0.0454545454545455	0.373015873015873	0.233333333333333
notum1a	2.46708335074008e-07	0.284461073248879	0.176	0.055	0.00481130595061331	0	0.0298507462686567	0.134920634920635	0.106060606060606	0.436507936507936	0.166666666666667
phldb1b	2.63720196555289e-07	-0.446125177062941	0.324	0.507	0.00514307127322125	0.63768115942029	0.925373134328359	0.96031746031746	1.12121212121212	0.436507936507937	0.588888888888889
si:ch211-13k12.2	2.70689102784932e-07	-0.364049360969805	0.315	0.521	0.00527897888251175	0.869565217391304	0.701492537313433	0.706349206349206	1.18181818181818	0.452380952380952	0.655555555555555
flrt3	2.78843247537442e-07	0.317490024062425	0.315	0.149	0.00543800101347519	0.231884057971015	0.0746268656716418	0.238095238095238	0.333333333333333	0.476190476190476	0.611111111111111
kcnh5a	3.3005402064429e-07	0.394869367619428	0.125	0.03	0.00643671351060494	0	0	0.0238095238095238	0.0606060606060606	0.611111111111111	0
zeb2b	4.61364423641772e-07	0.380821783940931	0.532	0.352	0.00899752898986184	0.507246376811594	0.880597014925373	0.5	0.515151515151515	1.23015873015873	0.877777777777778
sfrp1a	5.39764241325683e-07	-0.365996688092899	0.046	0.188	0.0105264822343335	0.956521739130435	0.417910447761194	0.261904761904762	0.136363636363636	0.0873015873015873	0.0222222222222222
efna5a	5.93650045236572e-07	-0.417834471687617	0.218	0.408	0.0115773631822036	1.31884057971014	0.283582089552239	0.507936507936508	1.23484848484848	0.341269841269841	0.455555555555556
pcdh11.1	6.31577831154953e-07	0.334935704402686	0.259	0.115	0.0123170308631839	0.130434782608696	0.223880597014925	0.238095238095238	0.159090909090909	0.317460317460317	0.722222222222222
fgfrl1a	7.00867302390152e-07	0.401648645146316	0.366	0.198	0.0136683141312128	0.623188405797101	0.402985074626866	0.571428571428571	0.212121212121212	0.96031746031746	0.6
ssh1a	7.1220997884807e-07	0.256125740134683	0.301	0.145	0.0138895190074951	0.159420289855072	0.328358208955224	0.103174603174603	0.227272727272727	0.507936507936508	0.3
rnd2	7.72547689894196e-07	0.282395982579297	0.292	0.141	0.0150662250483166	0.0869565217391304	0.194029850746269	0.214285714285714	0.204545454545455	0.507936507936508	0.322222222222222
zbtb16b	1.07474582134985e-06	0.368535786665803	0.958	0.836	0.0209596930079649	4.63768115942029	3.58208955223881	3.57142857142857	3.40151515151515	5.11111111111111	5.31111111111111
LHFPL6	1.10886100661758e-06	-0.552585800106046	0.144	0.307	0.0216250073510561	0.36231884057971	1.05970149253731	0.531746031746032	1.18939393939394	0.26984126984127	0.122222222222222
jag2b	1.18719584724767e-06	-0.378641087594039	0.894	0.931	0.023152693413024	5.91304347826087	5.58208955223881	4.08730158730158	4.40151515151515	3.13492063492063	3.86666666666667
kdm5bb	1.31635876399073e-06	0.380166764340642	0.606	0.444	0.0256716286153472	0.565217391304348	0.791044776119403	0.817460317460317	0.712121212121212	1.12698412698413	1.53333333333333
onecut2	1.38499546220229e-06	0.275784809494682	0.157	0.051	0.027010181503869	0.0579710144927536	0.0447761194029851	0.0158730158730159	0.113636363636364	0.238095238095238	0.333333333333333
mn1a	1.84014386664664e-06	-0.333526493441813	0.204	0.386	0.0358864856873429	0.594202898550725	0.895522388059702	0.476190476190476	0.583333333333333	0.341269841269841	0.211111111111111
asap1b	1.87339532741176e-06	0.420530610262883	0.542	0.388	0.0365349556751841	0.956521739130435	0.716417910447761	0.571428571428572	0.590909090909091	1.26984126984127	1.04444444444444
bcl2a	1.93130605470973e-06	0.303368765391697	0.366	0.202	0.0376643306789491	0.202898550724638	0.283582089552239	0.619047619047619	0.174242424242424	0.722222222222222	0.488888888888889
cercam	2.41721890592753e-06	0.336623686259898	0.532	0.366	0.0471406031033987	0.449275362318841	0.776119402985075	0.587301587301587	0.371212121212121	1.07936507936508	0.8
mllt10	2.50824988313546e-06	-0.28589731635616	0.792	0.881	0.0489158892209078	3.02898550724638	2.92537313432836	2.29365079365079	2.95454545454546	2.09523809523809	2.16666666666667
jag1a	2.53540837575668e-06	0.600100484638833	0.157	0.053	0.0494455341440068	0.130434782608696	0.0447761194029851	0.150793650793651	0.0454545454545455	0.857142857142857	0.333333333333333
pou3f3b	2.76124032916646e-06	-0.376967748730267	0.213	0.376	0.0538497088994043	1.01449275362319	1.07462686567164	0.388888888888889	0.53030303030303	0.206349206349206	0.388888888888889
myo9aa	2.95672355986906e-06	0.300167782253599	0.537	0.347	0.0576620228645664	0.623188405797101	0.537313432835821	0.531746031746032	0.553030303030303	0.912698412698412	0.933333333333333
adamts3	2.99698478165723e-06	-0.647725884642699	0.139	0.287	0.0584471972118793	2.18840579710145	1.04477611940299	0.404761904761905	1.03030303030303	0.174603174603175	0.288888888888889
nrp2a	3.82607628772145e-06	-0.433395973378485	0.042	0.166	0.0746161397631437	1.07246376811594	0.149253731343284	0.0238095238095238	0.166666666666667	0.0476190476190476	0.0777777777777778
cux1a	4.06371260851033e-06	-0.268422673392603	0.213	0.394	0.0792505232911686	0.550724637681159	0.432835820895522	0.714285714285714	0.727272727272727	0.412698412698413	0.344444444444444
lin28a	4.77515694257486e-06	-0.395689722351034	0.593	0.741	0.0931251106940949	2.79710144927536	2.7910447761194	2.08730158730159	1.78787878787879	1.26984126984127	1.68888888888889
fhod3b	5.228437744624e-06	0.427645830713715	0.667	0.487	0.101964992895657	1.18840579710145	1.92537313432836	2.72222222222222	4.26515151515152	4.11111111111111	2.92222222222222
otpb	5.57180531987527e-06	0.282047780479087	0.102	0.024	0.108661347348208	0.0579710144927536	0.0298507462686567	0.0396825396825397	0.0303030303030303	0.365079365079365	0.111111111111111
znf536	5.70826808691927e-06	-0.363886101216661	0.046	0.17	0.1113226442311	0.536231884057971	0.164179104477612	0.23015873015873	0.674242424242424	0.0476190476190476	0.0888888888888889
tp53i11b	6.80244303266564e-06	0.463411812670453	0.338	0.194	0.132661244023045	0.434782608695652	0.194029850746269	0.420634920634921	0.295454545454545	1.23809523809524	0.211111111111111
daam1b	6.86784140482602e-06	0.359737407662709	0.412	0.255	0.133936643076917	0.27536231884058	0.358208955223881	0.317460317460317	0.386363636363636	0.714285714285714	0.844444444444444
sema3fa	7.43799341300018e-06	-0.491762361794988	0.056	0.18	0.14505574754033	0.333333333333333	0.134328358208955	0.420634920634921	0.863636363636363	0.111111111111111	0.0333333333333333
emid1	7.79042835594328e-06	0.33846268592368	0.227	0.105	0.151928933797606	0.0579710144927536	0.238805970149254	0.142857142857143	0.159090909090909	0.341269841269841	0.655555555555555
vgll3	1.31838853286438e-05	-0.276864212065498	0.014	0.111	0.257112131679212	0.0869565217391304	0.611940298507463	0.293650793650794	0.0833333333333333	0.0396825396825397	0
celf2	1.3737804123206e-05	0.622058837677446	0.639	0.566	0.267914656010763	1.95652173913043	2.2089552238806	1.26984126984127	1.81060606060606	4.6031746031746	0.766666666666666
tox2	1.41416772017704e-05	0.366114611315538	0.606	0.479	0.275790988788926	0.869565217391304	0.776119402985075	0.936507936507936	0.939393939393939	1.26984126984127	1.55555555555556
gli2a	1.58424601709609e-05	0.305405923109799	0.935	0.893	0.308959658254079	3.2463768115942	4.08955223880597	3.15079365079365	3.24242424242424	4.97619047619047	4.51111111111111
igsf9a	1.60970782250179e-05	0.340203241826573	0.519	0.364	0.313925219544299	0.72463768115942	0.835820895522388	0.444444444444444	0.734848484848485	0.968253968253968	1.32222222222222
ephb4a	1.9951276954383e-05	0.256713961815299	0.759	0.616	0.389089803164377	1.10144927536232	1.85074626865672	1.41269841269841	1.31060606060606	2	2.01111111111111
hs3st3b1a	1.99831482187262e-05	0.32162046994792	0.236	0.115	0.389711356561598	0.072463768115942	0.313432835820896	0.222222222222222	0.196969696969697	0.380952380952381	0.677777777777778
robo2.1	2.14587685651132e-05	0.324787749026603	0.273	0.149	0.418488904556837	0.159420289855072	0.194029850746269	0.19047619047619	0.378787878787879	0.452380952380952	0.633333333333333
celsr1b	2.44332201702815e-05	-0.34795724381979	0.625	0.737	0.47649665976083	2.05797101449275	1.67164179104478	2.09523809523809	1.93939393939394	1.34920634920635	1.18888888888889
sema3gb	2.45536230515645e-05	-0.333272865316165	0.116	0.255	0.478844756751611	0.130434782608696	0.582089552238806	0.357142857142857	0.507575757575757	0.166666666666667	0.222222222222222
